cmplid	oidno	mfr	make	model	year	crash	faildate	fire	injured	deaths	component	city	state	vin	dateadded	daterec	mileage	occurances	complaint	cmpl_type	police	datepurch	origowner	albrakes	cruise	cyls	drivetrain	fuelsys	fuel	trans	speed	dot	tiresize	tireloc	tirefailtype	origequip	mfrdate	seattype	restraint	dlrname	dlrphone	dlrcity	dlrstate	dlrzip	prodtype	repaired	medattn	NHTSA	forumtitle	forumurl	forumuser	forumcomment
198184	508171	CARPENTER INDUSTRIES, INC.	CARPENTER	CARPENTER	1994		20000103				SEATS	INDIANAPOL	IN		20000103	20000103			THE STRING OF STUDENTS BACKPACK BECAME ENTANGLED IN THE CREVICE OF THE SEAT BRACKET WHERE IT ATTACHED TO THE SIDE RAIL AS HE ATTEMPTED TO EXIT THE SCHOOL BUS.	IVOQ																									E			NHTSA				
198185	513821	UNKNOWN MANUFACTURER	UNKNOWN	UNKNOWN1	9999		20000103				OTHER	MYRTLE BEA	SC		20000103	20000103			NOT SAFETY RELATED.	IVOQ																									V			NHTSA				
198193	716775	GENERAL MOTORS CORP.	CHEVROLET	SILVERADO	1988		20000103	N			OTHER	MARGATE	FL	1GCDK14K3JZ	20000103	20000103			MY PICKUP HAS BEEN CONSISTANTLY PEELING FROM PRIMER ON MY DOOR MY HOOD AND ON MY ROOF MY TRUCK IS 2 TONE BLACK ON GOLD THE BLACK IS CHIPPING THE WORST BUT NOW MY GOLD IS STARTING TO DO THE SAME. NO SAFETY DEFECT INDICATED IN THE SUMMARY.  *AK	IVOQ	N	19880401	Y	N	Y		4WD	F	GS																V			NHTSA				
198200	854629	DELCO ELECT. DIV., GM	DELCO	DELCO	1997	N	20000103	N			ELECTRICAL SYSTEM:BATTERY	JASPER	AL		20000103	20000103			THE HOT TERMINAL IS OUT OF THE BATTERY,  ALLOWING LIQUID TO RUN  OUT OF THE BATTERY ALL OVER THE CARPORT.   MANUFACTURER HAS BEEN NOTIFIED ABOUT THIS PROBLEM.  THE PROBLEM HAS NOT BEEN CORRECTED.  *AK	EVOQ	N																								E			NHTSA				
198201	716774	BAYERISCHE MOTOREN WERKE	BMW	740IA	1994		20000103	N			ENGINE AND ENGINE COOLING:ENGINE	SAN RAFAEL	CA	WBAGD8329RD	20000103	20000103			MOTOR MOUNT FAILURE AT SUCH LOW MILEAGE WOULD INDICATE AN UNACCEPTABLE DESIGN FOR A COMPONENT WHICH NORMALLY LASTS THE LIFE OF A VEHICLE. REPLACEMENT PARTS HAVE BEEN REDESIGNED. POWER STEERING HOSE FAILURE LED TO LOSS OF FLUID AND DIFFICULTY TURNING VEHICLE. REPAIR FACILITY TOLD FRIEND WITH IDENTICAL VEHICLE (MAKE, MODEL AND YEAR) THAT HE NEEDED A NEW POWER STEERING PUMP DUE TO THE NOISE IT WAS MAKING WITH INSUFFICIENT FLUID.  HOSE REPLACEMENT AND FLUID REPLENISHMENT WOULD HAVE SOLVED THE PROBLEM.NIGN VEHICLE	IVOQ	N	19990301	N	Y	Y		RWD	F	GS																V			NHTSA				
198202	716774	BAYERISCHE MOTOREN WERKE	BMW	740IA	1994		20000103	N			STEERING:HYDRAULIC POWER ASSIST:HOSE, PIPING, AND CONNECTIONS	SAN RAFAEL	CA	WBAGD8329RD	20000103	20000103			MOTOR MOUNT FAILURE AT SUCH LOW MILEAGE WOULD INDICATE AN UNACCEPTABLE DESIGN FOR A COMPONENT WHICH NORMALLY LASTS THE LIFE OF A VEHICLE. REPLACEMENT PARTS HAVE BEEN REDESIGNED. POWER STEERING HOSE FAILURE LED TO LOSS OF FLUID AND DIFFICULTY TURNING VEHICLE. REPAIR FACILITY TOLD FRIEND WITH IDENTICAL VEHICLE (MAKE, MODEL AND YEAR) THAT HE NEEDED A NEW POWER STEERING PUMP DUE TO THE NOISE IT WAS MAKING WITH INSUFFICIENT FLUID.  HOSE REPLACEMENT AND FLUID REPLENISHMENT WOULD HAVE SOLVED THE PROBLEM.NIGN VEHICLE	IVOQ	N	19990301	N	Y	Y		RWD	F	GS																V			NHTSA				
198206	854650	CHRYSLER GROUP LLC	DODGE	STRATUS	1996	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE	STOCKTON	CA	NOT AVAILAB	20000103	20000103			ENGIN EHEAD GASKET LEAKS.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198209	854616	CHRYSLER GROUP LLC	PLYMOUTH	BREEZE	1996	N	20000103	N			SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS:DISC	NORTH HUNNINGTON	PA	1P3EJ46C8TN	20000103	20000103			WHILE APPLYING THE BRAKES LEFT CALIPER BROKE IN HALLF, RESULTING IN LOSS OF BRAKES. DEALER REPLACED THE ROTORS/ CALIPERS AND  PADS.    RIGHT BRAKE PADS AND ROTORS HAVE BEEN REPLACED DUE TO STICKING/ EATING INTO THE ROTORS.  MANUFACTURER HAS BEEN NOTIFIED. *AK	EVOQ	N		Y	Y	N																				V			NHTSA				
198212	854630	FORD MOTOR COMPANY	MERCURY	SABLE	1997	N	20000103	N			FUEL SYSTEM, GASOLINE:STORAGE:TANK ASSEMBLY	FAIRLAND	OK	1MELM53S9VA	20000103	20000103		1	WIRING WITHIN THE GAS TANK HAS NO COVERING  CAUSING THE HOSE CLAMP TO RUB AGAINST AN ELECTICAL WIRING, RESULTING IN A FIRE HAZARD. CONSUMER HAS CONTACTED THE DEALER, DEALER HAS PLACED A COVERING OVER THE WIRING.  *AK *ML	EVOQ	N		Y	N	N		FWD	F	GS	AUTO	55														V			NHTSA				
198214	854644	GENERAL MOTORS LLC	CHEVROLET	CAMARO	1998	N	20000103	N			SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS	VACHERIE	LA		20000103	20000103			WHEN APPLYING THE BRAKES  STEERING WHEEL RECEIVES AN EXCESSIVE AMOUNT OF VIBRATION. DEALER HAS NOT SEEN VEHICLE.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198216	854636	GENERAL MOTORS LLC	PONTIAC	GRAND PRIX	1997	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE:GASOLINE	ROYAL OAK	MI	1G2WP52K8VF	20000103	20000103		3	ENGINE'S MAIN REAR SEAL LEAKED OIL. ALSO, OIL PAN WAS LEAKING. TOOK VEHICLE TO DEALER & THE MECHANIC REPAIRED THE PROBLEM. EACH TIME IT WOULD FAIL TO WORK. HAS HAPPENED 3 DIFFERENT TIMES AROUND 8 MONTHS LATER. EACH TIME THE MECHANIC INDICATED THE PROBLEM HAS BEEN CORRECTED.  *AK	EVOQ	N		Y	N	N																				V			NHTSA				
198217	854636	GENERAL MOTORS LLC	PONTIAC	GRAND PRIX	1997	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE	ROYAL OAK	MI	1G2WP52K8VF	20000103	20000103		3	ENGINE'S MAIN REAR SEAL LEAKED OIL. ALSO, OIL PAN WAS LEAKING. TOOK VEHICLE TO DEALER & THE MECHANIC REPAIRED THE PROBLEM. EACH TIME IT WOULD FAIL TO WORK. HAS HAPPENED 3 DIFFERENT TIMES AROUND 8 MONTHS LATER. EACH TIME THE MECHANIC INDICATED THE PROBLEM HAS BEEN CORRECTED.  *AK	EVOQ	N		Y	N	N																				V			NHTSA				
198230	854648	FORD MOTOR COMPANY	FORD	RANGER	1996	N	20000103	N			ELECTRICAL SYSTEM:IGNITION:MODULE	PARIS	OH		20000103	20000103			WHEN TRAVELING CONSUMER NOTICED  DIMMER LIGHTS COME ON.  ALSO  WINDSHIELD WIPERS AND THE DOOR WARNING LIGHT WOULD COME ILLUMINATED ON THE DASH. CONSUMER HAS CONTACTED THE DEALER, DEALER STATED THE COMPUTER CHIP HAS GONE BAD.  *AK *ML	EVOQ	N		Y	N	N		RWD	F	GS	MAN															V			NHTSA				
198233	854645	NISSAN NORTH AMERICA, INC.	NISSAN	QUEST	1996	Y	20000103	N			AIR BAGS:FRONTAL	SUGER LAND	TX		20000103	20000103			WHILE MAKING A STOP  AS A RESULT OF AN ACCIDENT  AIR BAG DEPLOYED UNEXPECTEDLY. PLEASE PROVIDE FURTHER INFORMATION.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198239	716818	FORD MOTOR COMPANY	MERCURY	SABLE	1993		20000101	N			ENGINE AND ENGINE COOLING:EXHAUST SYSTEM	STROUDSBURG	PA	1MELM5044PA	20000103	20000103		1	NO REASON FOR HEAD GASKET TO BLOW AT 42,000 MILES. I'M FILING A FORMAL COMPLAINT TO FORD AND HOPE OTHERS DO THE SAME. THERE ARE TOO MANY SIMILAR COMPLAINTS. I WAS EXITING A LOCAL HIGHWAY AND MY CAR RAN HOT. BLUE-WHITE SMOKE WAS COMING FROM MY EXHAUST AND A THE SMELL OF ANTI-FREEZE WAS APPARENT. PLEASE INVESTIGATE THIS AND OTHER COMPLAINTS. THIS IS NOT NORMAL ESPECIALLY FOR A CAR WITH SUCH LOW MILEAGE. I AM AWAITING YOUR RESPONSE. I WILL CONTACT THE FORD MOTOR COMPANY. THANK YOU, TINA M. FASANO.  *AK	IVOQ	N	19950701	N	Y	Y		FWD		GS		45														V			NHTSA				
198241	854623	FORD MOTOR COMPANY	FORD	THUNDERBIRD	1992	N	20000103	N			ENGINE AND ENGINE COOLING:ENGINE	UPLAND	CA	1FAPP60T8NH	20000103	20000103			FILLED VEHICLE WITH FUEL & DROVE HOME. PARKED VEHICLE IN GARAGE. NOTICED AN ODOR OF GASOLINE. CHECKED VEHICLE & DISCOVERED A LEAK UNDERNEATH VEHICLE. TOOK VEHICLE TO MECHANIC & THE GASKETS WERE REPLACED, TWICE. THE PROBLEM STILL EXISTS. TOOK VEHICLE TO DEALER & MECHANIC WOULD NOT CHECK UNLESS A DIAGNOSTIC TEST WAS DONE.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198244	854613	DAIMLERCHRYSLER CORPORATION	DODGE	RAM	1999	N	20000103	N			VISIBILITY:GLASS, SIDE/REAR	ENON	OH	1B7HC13Z7XJ	20000103	20000103			WHEN DRIVING OVER BUMPS , PASSENGERS SUCH AS CHILDREN IN QUAD CAB, WILL BUMP THEIR HEADS AGAINST  HANDLE ON BACK WINDOW WHICH COULD CAUSE INJURIES.  *AK	EVOQ	N		Y	Y	Y																				V			NHTSA				
198245	716786	NISSAN NORTH AMERICA, INC.	NISSAN	MAXIMA	1993		20000103	N			VISIBILITY:POWER WINDOW DEVICES AND CONTROLS	TEMPE	AZ	JN1HJ01F7PT	20000103	20000103		3	REAR WINDOW REGULATORS FAIL IN WINDOW CLOSED POSITION.  BOTH REAR WINDOWS HAVE FAILED ONCE IN UP POSITION EVEN THOUGH THEY GOT VERY LITTLE USE.  THE RH REAR FAILED IN UP POSITION AFTER ABOUT TWO DOZEN CYCLES OVER A FEW YEAR PERIOD.  THE REPLACEMENT COST IS $225.00. AND THE DEALER WILL NOT REPLACE THEM UNDER WARRANTY DUE TO MILAGE, EVEN THOUGH THE REAR SEAT IS ALMOST NEVER OCCUPIED.  I CURRENTLY BLOCK THE FAILED WINDOWS IN OPEN POSITION SINCE THEY FAIL SO FAST.  IT HAS BEEN POINTED OUT TO ME THAT THIS IS A SAFETY HAZARD IN CASE THE REAR SEAT WINDOW WAS NEEDED FOR EGRESS.  THERE IS NO AFTERMARKET UNIT AVAILABLE AND THE OEM PART IS PLASTIC JUNK THAT ONLY LASTS A FEW CYCLES TO FAILURE.  THE DEALER SAYS THIS IS NOT A HAZARD SINCE THE WINDOWS WILL PROBABLY NOT WORK IN AN ACCIDENT SINCE THEY ARE POWERED OFF THE BATTERY.  MY POSITION IS THAT THE WINDOWS NEED TO WORK AS DESIGNED AND A MANUFACTURING DESIGN DEFICIENCY SHOULD NOT BE CAUSE FOR AN OCCUPANT TO BE TRAPPED IN A THE CAR.  *AK	IVOQ	N	19930701	Y	N	Y		FWD	F	GS																V			NHTSA				
198246	716771	HONDA (AMERICAN HONDA MOTOR CO.)	HONDA	ACCORD	1998		20000103	N			ENGINE AND ENGINE COOLING:ENGINE:GASOLINE	FAYETTEVILLE	GA	1HGCG5540WA	20000103	20000103		24	ENGINE QUITS WITHOUT WARNING WHEN COASTING TO A STOP WITH CLUTCH IN (ABOUT TWICE A MONTH). DEALERS HAVE INSPECTED WITH NO DIAGNOSIS; INDEPENDENT OF ENGINE TEMPERATURE AND WEATHER.  *AK	IVOQ	N	19980801	Y	N	Y		FWD	F	GS		15														V			NHTSA				
198252	854655	FORD MOTOR COMPANY	FORD	ESCORT	1999	N	20000103	N			STEERING:WHEEL AND HANDLE BAR	SANDIEGO	CA	NOT AVAILAB	20000103	20000103			STEERING WHEEL LOCK UP WHILE DRIVING.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198256	854641	KIA MOTORS AMERICA, INC.	KIA	KIA	1999	N	20000103	N			PARKING BRAKE:CONVENTIONAL	ASSON	ME	NOT AVAILAB	20000103	20000103			PARKING BRAKE WILL NOT HOLD THE CAR IN PARK.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198258	854627	FORD MOTOR COMPANY	FORD	F250	1985	N	20000103	N			FUEL SYSTEM, GASOLINE:STORAGE:AUXILLARY TANK	MUKWONAGO	WI	1FTHX2616FK	20000103	20000103			DUEL FUEL TANKS ARE LEAKING.  PLEASE PROVIDE MORE DETAILS.  *AK  	EVOQ	N	19850103	N	N	N		4WD		DS	AUTO															V			NHTSA				
198259	854637	FORD MOTOR COMPANY	FORD	TAURUS	1999	N	20000103	N			VEHICLE SPEED CONTROL	SCOTTSDALE	AZ	FILL IN	20000103	20000103			WAS DRIVING VEHICLE WITH CRUISE CONTROL ENGAGED. PRESSED ON ACCELERATOR TO RELEASE CRUISE CONTROL WHICH FAILED TO RELEASE. VEHICLE CONTINUED AT SAME SPEED. APPLIED BRAKES TO SLOW VEHICLE DOWN. MOVED TO SIDE OF ROAD & TURNED VEHICLE OFF. RESTARTED VEHICLE & CRUISE CONTROL WAS NO LONGER ENGAGED. *AK	EVOQ	N		Y	Y	Y																				V			NHTSA				
198260	854642	CHRYSLER GROUP LLC	DODGE	NEON	1999	N	20000103	N			VEHICLE SPEED CONTROL	SHARON	PA		20000103	20000103			WHILE VEHICLE WAS BEING DRIVEN UNDER CRUISE CONTROL, IT SPEEDED 11MPH BEYOND SET SPEED. DEALER HAS NOT SEEN VEHICLE.  *AK	EVOQ	N		N	N	N																				V			NHTSA				
198261	854616	CHRYSLER GROUP LLC	PLYMOUTH	BREEZE	1996	N	20000103	N			SERVICE BRAKES, HYDRAULIC:ANTILOCK	NORTH HUNNINGTON	PA	1P3EJ46C8TN	20000103	20000103			WHILE APPLYING THE BRAKES LEFT CALIPER BROKE IN HALLF, RESULTING IN LOSS OF BRAKES. DEALER REPLACED THE ROTORS/ CALIPERS AND  PADS.    RIGHT BRAKE PADS AND ROTORS HAVE BEEN REPLACED DUE TO STICKING/ EATING INTO THE ROTORS.  MANUFACTURER HAS BEEN NOTIFIED. *AK	EVOQ	N		Y	Y	N																				V			NHTSA				
198264	854675	CHRYSLER GROUP LLC	DODGE	INTREPID	1995	N	20000104	N			SUSPENSION	DELPHOS	OH	2B3HD56E3SH	20000104	20000104			AT VARIOUS SPEEDS VEHICLE WILL PULL TO THE RIGHT.  AT A STOP/ ON DRY ROADS , AN DUNDER ACCELERATION, VEHICLE WILL PULL EITHER TO LEFT OR RIGHT.VEHICLE HAS BEEN ALIGNED TWICE, AND TIE ROD REPLACED, BUT DEFECT STILL OCCURS.  *AK	EVOQ	N		N	Y	Y					AUTO															V			NHTSA				
198268	854681	GENERAL MOTORS CORP.	CHEVROLET	G30	1996	N	20000104	N			SERVICE BRAKES, HYDRAULIC:ANTILOCK	LIGHTSTREET	PA		20000104	20000104			WHEN APPLYING THE BRAKES ON A TAR SURFACE VEHICLE WILL NOT STOP. OWNER HAS TO STAND ON BRAKE PEDAL IN ORDER TO STOP OR REAPPLY THE VEHICLE'S BRAKES. DEALER SAID IT'S NORMAL.  *AK	EVOQ	N		N	Y	N																				V			NHTSA				
198269	716845	CHRYSLER GROUP LLC	PLYMOUTH	VOYAGER	1999		20000104	N	0	0	VISIBILITY:GLASS, SIDE/REAR	JOHNSTON	RI	2P4GP44R5XR	20000104	20000104		1	REAR GLASS SHATTERED- NO EVIDENCE OF VANDALISM- VEHICLE WAS PARKED OVERNIGHT. *AK	IVOQ	Y	19991101	Y	Y	Y		FWD		GS		0														V			NHTSA				
198271	716874	NISSAN NORTH AMERICA, INC.	NISSAN	PATHFINDER	1997		20000104	N			VEHICLE SPEED CONTROL	NAPERVILLE	IL	JN8AR05Y5VW	20000104	20000104			SUMMARY OF THE INCIDENT: IT WAS A NEAR-MIRACLE THAT NO ONE WAS INJURED FROM THIS SCARY EXPERIENCE DURING THE RUSH HOUR LASTING OVER A MILE OR LONER STRETCH FOR MANY MINUTES. THE CAR HAD UNUSUAL, UNCONTROLLABLE, AND VERY DANGEROUS BEHAVIOR WITHOUT ANY WARNING.   THIS SITUATION WAS SO BAD THAT IT ALMOST COLLIDED WITH A FEW OTHER CARS AT VERY HIGH SPEEDS.EVENTS:(1) WHILE ENTERING HIGHWAY RAMP, GRADUALLY ACCELERATING (WITH SPEED AROUND 30 TO 35 MPH), THE ENGINE HESITATES.     ALMOST IMMEDIATELY, THE ENGINE SUDDENLY ROARED AND ACCELERATED BY ITSELF WITH THE CAR QUICKLY GAINED SPEED ABOVE 55MPH - WITHOUT APPLYING ANY GAS PADDLE.   NO CRUISE CONTROL WAS USED OR TURNED ON.   THE DRIVER TRIED TO APPLY SERVICE-BRAKE BUT THE BRAKE WAS VERY STIFF WITHOUT ANY RESPONSE EVEN WITH EXTRA EFFORT.   THE DRIVER NOTICED THE ENGINE WAS AT 6000RPM.(2) THE DRIVER IMMEDIATELY TRIED TO SHIFT THE GEAR TO NEUTRAL.   THOUGH THE SHIFT-LEVER-POSITION DID ENTER THE "NEUTRAL" INDICATION, THE TRANSMISSION MECHANISM STILL STAYED AT THE "DRIVE" AND THE ENGINE CONTINUED TO ACCELERATE AND GAINING SPEED.   (THE DRIVER CONTINUED TO USE SERVICE-BRAKE ALL THE TIME TO NO AVAIL.)(3) THE DRIVER TRIED TO SLOW THE CAR DOWN BY SHIFTING TO A LOWER GEAR ("2"), THE CAR SPEED SLOWED DOWN VERY GRADUALLY.   AT THAT TIME, THE DRIVER APPLIED EMERGENCY HAND-BRAKE.(4) EVENTUALLY THE CAR STOPPED USING THE HAND-BRAKE.   RIGHT AFTER THIS, THE DRIVER SHIFTED THE LEVER TO "PARK" THEN THE ENGINE SUDDENLY (AND IMMEDIATELY) SHOT UP TO 6000RPM AGAIN - AND THE TRANSMISSION APPEARED TO RE-ENGAGE AND MOVED THE CAR FORWARD  WITH A VERY LOUD NOISE.   THE DRIVER IMMEDIATELY TURNED-OFF THE IGNITION TO STOP THE CAR.  THE CAR WAS TOWED TO A NISSAN DEALER.  *AK	IVOQ	N	19970901	Y	Y	Y		4WD	F	GS																V			NHTSA				
198274	716880	FORD MOTOR COMPANY	FORD	TAURUS	1993		20000104	N			STEERING:HYDRAULIC POWER ASSIST SYSTEM	PERRY	MI	1FACP54P9PA	20000104	20000104		1	WHERE DO I START, THIS CAR HAS BEEN A MONEY PIT FROM DAY ONE!  THE BRAKES HAD TO BE COMPLETELY REPLACED 3 DAYS AFTER WE BOUGHT THE CAR--SIGNATURE FORD CLAIMED IT WAS ARE FAULT AFTER SOME ARGUMENT THEY FINALLY REIMBURSED US FOR THE BRAKES.  WE DISCOVERED A SMALL LEAK, WE FOUND IT TO BE COMING FROM THE HEATER HOSE.  WE DECIDED TO TRUST SIGNATURE FORD, THEY CLAIMED THAT WE NEEDED A NEW HEATER HOSE, WATER PUMP AND RADIATOR.  WE TOOK ARE CAR BACK TO THE FIRST MECHANIC WHO LOOKED AT IT AND HE SWORE THAT THOSE THINGS WERE NOT LEAKING WHEN THEY LEFT HIS SHOP, NO PROOF THOUGH SO WE HAVEN'T FILED A COMPLAINT AGAINST SIGNATURE FORD.  WE HAVE SINCE REPLACED THE HEATER HOSE AND WATER PUMP.  WE ARE TAKING THE RADIATOR IN TO BE CHECKED OUT VERY SOON.  WE HAD THE STARTER REPLACED AT SIGNATURE FORD, SINCE IT WAS FIXED THE KEYLESS ENTRY STOPPED WORKING.  WE'VE HAD THE BRAKES COMPLELY FIXED, THREE TIMES.  WE HAVE HAD THE OXYGEN SENSORS REPLACED.  THE AIRCONDITIONER WILL NOT WORK, WE WERE TOLD THAT WE NEED  A NEW COMPRESSOR AND CLUTCH.  THERE IS A SHORT THAT CAUSES A FUSE TO BLOW, RESULITING IN LOSS OF GAUGES.  ONE OF THE BACK WINDOWS WILL NOT WORK.  THE MOLDING AROUND SAID WINDOW DOES NOT FIT PROPERLY.  THE POWER STEERING MAKES A STRANGE NOISE AND SOMETIMES DOES NOT SEEM TO BE WORKING; WE TOOK IT IN TO SIGNATURE WHILE UNDER WARRANTY AND WERE TOLD THAT IT WAS FINE.  WHEN WE FIRST PURCHASED THE CAR THE TIRES THAT WERE ON IT WERE TOO BIG RESULTING IN EXCESSIVE WEAR.  THE CURRENT TIRES SHOW SIGNS OF EXCESSIVE WEAR ON THE INSIDE FRONT PASSANGER TIRE.  THE TRANSMISSION HAS BEEN TOTALLY REBUILT, THE TECH. WHO FIXED IT SAID THAT THIS IS TYPICAL OF SHO'S.  THE FOG LIGHTS SOMETIMES FAIL.  THE LAMP OUT LIGHT COMES ON EVEN WHEN NO LAMP IS OUT.  THE CHECK ENGINE LIGHT COMES ON SOMETIMES DURING ACCELERATION.  THE DOOR AJAR LIGHT COMES ON AND GOES OFF AT VARIOUS TIMES.  IF WE HAD KNOWN THEN WHAT WE KNOW NOW WE NEVER WOULD HAVE PURCHASED THIS VEHICLE.  WE CANNOT AFFORD ALL OF THESE COSTLY REPAIRS!  *	IVOQ	N	19970801	N	Y	Y		FWD	F	GS	AUTO															V			NHTSA				
198275	854679	GENERAL MOTORS CORP.	CHEVROLET	BLAZER	1995	N	20000104	N			ENGINE AND ENGINE COOLING:COOLING SYSTEM	LITTLE ROCK	SC	GNDT13W9SK1	20000104	20000104		3	ENGINE OVERHEATED DUE TO CORROSION GETTING INTO THE COOLANT, AND ALSO A WATER PUMP LEAK. VEHICLE HAS BEEN REPAIRED.  *AK  	EVOQ	N	19950116	N	N	N		4WD		GS	AUTO															V			NHTSA				
198276	716886	FORD MOTOR COMPANY	FORD	EXPEDITION	1997		20000104	N			UNKNOWN OR OTHER	SALT LAKE CITY	UT	IFMFU18LOVL	20000104	20000104		3	NO SUMMARY LISTED FOR ABOV EVEHICLE.  *AK	IVOQ	N	19990301	N	Y	Y		4WD	F	GS																V			NHTSA				
198277	716878	CHRYSLER GROUP LLC	PLYMOUTH	NEON	1997		20000104	N			SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS:DISC	HAMTRAMCK	MI	1P3ES42Y0VD	20000104	20000104		1	IT IS COMMON CONSUMER KNOWLEDGE THAT THERE IS A PROBLEM WITH HEAD GASKETS AND BRAKES ON THE 95-99 DODGE/PLYMOUTH NEONS. THERE SHOULD BE A RECALL. I AM VERY DISPLEASED WITH MY CHRYSLER VEHICLE.	IVOQ	N	19970401	Y	N	N		FWD	F	GS																V			NHTSA				
198279	716877	CHRYSLER GROUP LLC	DODGE	NEON	1996		20000103	N	0	0	ENGINE AND ENGINE COOLING:ENGINE	MORENO VALLEY	CA	1B3ES22C4TD	20000104	20000104		1	I HAVE HEARD RECENTLY THAT ENGINE  HEAD GASKET FAILURE IS VERY COMMON WITH THE DODGE NEONS AS WELL AS OTHER CHRYSLER CARS. I NOTICED MY CAR WAS LEAKING LAST WEEK SOMETIME, AND DIDN'T REALIZE IT WAS COMING FROM TEH HEAD GASKET. IT DOES NOT MAKE SENSE TO ME THAT SO MANY OF TEH DODGE NEONS ARE HAVING THIS PROBLEM IF DODGE MADE A GOOD PRODUCT. IF THEY KNOW THAT ALL OF THESE CARS ARE HAVING THIS PROBLEM AND THERE IS RUMOR OF A SECRET WARRANTY OUT THERE IF YOU RAISE ENOUGH FUSS, DOESN'T IT SEEM FAIR, AND LAWFUL THAT CHRYSLER SHOULD ISSUE A RECALL ON THE CARS AND FIX TEH HEAD GASKETS ON THEIR PRODUCTS BEFORE FURTHER TROUBLE IS CAUSED. IF I WAS OBLIVIOUS TO TEH LEAK COULDN'T I HAVE CAUSED FURTHER DAMAGE THAT COULD HAVE BEEN PREVENTED HAD CHRYSLER NOT CUT CORNERS AND MADE A CHEAP GASKET TO BEGIN WITH? IS IT MY FAULT THAT WHEN I PURCHASED THE CAR I WAS NOT INFORMED THAT EVENTUALLY I WOULD HAVE TO SPEND CLOSE TO A THOUSAND DOLLARS TO FIX MY CAR BECAUSE CHRYSLER DIDN'T FEEL LIKE MAKING A STRONG HEAD GASKET, AND WANTED TO SAVE A LITTLE MONEY. I FEEL AS IF I AM BEING SCREWED HERE, AND I FEEL THAT I SHOULD BE REIMBURSED. HOW MANY PEOPLE MUST COMPLAIN BEFORE CHRYSLER ISSUSES A RECALL. A RECALL THAT IS OBVIOUSLY NECESSARY.  *AK	IVOQ	N	19971201	N	Y	N		FWD	F	GS		0														V			NHTSA				
198282	854695	TOYO TIRES (U.S.A.) CORPORATION	TOYO	TOYO	9999	N	20000104	N			TIRES:TREAD/BELT	CORAL SPRINGS	FL		20000104	20000104			WHILE DRIVING VEHICLE  BELT SEPARATED IN THE MIDDLE OF THE TIRE. THE OTHER TIRE BLEW WHILE TRAVELING AT HIGH SPEED.  TIRES WERE REPLACED PRIOR TO SEPARATION.  *AK	EVOQ	N																								T			NHTSA				
198284	716887	DAIMLERCHRYSLER CORPORATION	DODGE	CARAVAN	1991		20000104	N	0	0	LATCHES/LOCKS/LINKAGES:HOOD:LATCH	BRAIDWOOD	IL	2B4GK4539MR	20000104	20000104		1	HOOD FLEW UP, DAMAGING HOOD/WINDSHIELD WIPERS, AND PLASTIC GRATE ALONG WINDSHIELD AND VEHICLE ROOF. *AK	IVOQ	N	19930901	N	Y	Y		FWD	F	GS		30														V			NHTSA				
